sentence_id,token_id,token,token_label,slot_label
0,84,",",O,O
0,85,Huazhong,O,O
0,86,University,O,O
0,87,of,O,O
0,88,Science,O,O
0,89,and,O,O
0,90,Technology,O,O
0,91,",",O,O
0,92,Wuhan,O,O
0,93,430074,O,O
0,94,",",O,O
0,95,China,O,O
0,96,achibo,O,O
0,97,@,O,O
0,98,hust.edu.cn,O,O
0,99,35981,O,O
0,100,Ni0.9Fe0.1,B-MATERIAL,B-support_material
0,101,alloy,O,O
0,102,-,O,O
0,103,supported,O,O
0,104,solid,B-DEVICE,B-device
0,105,oxide,I-DEVICE,I-device
0,106,fuel,I-DEVICE,I-device
0,107,cells,I-DEVICE,I-device
0,108,with,O,O
0,109,NiTiO3,B-MATERIAL,B-support_material
0,110,(,O,O
0,111,NTO,B-MATERIAL,O
0,112,),O,O
0,113,infiltrated,O,O
0,114,into,O,O
0,115,the,O,O
0,116,cell,O,O
0,117,support,O,O
0,118,from,O,O
0,119,0,O,O
0,120,to,O,O
0,121,4,O,O
0,122,wt.,O,O
0,123,%,O,O
0,124,are,O,O
0,125,prepared,O,O
0,126,and,O,O
0,127,investigated,B-EXPERIMENT,B-experiment_evoking_word
0,128,for,O,O
0,129,CH4,B-MATERIAL,B-fuel_used
0,130,steam,O,O
0,131,reforming,O,O
0,132,activity,O,O
0,133,and,O,O
0,134,electrochemical,O,O
0,135,performance,O,O
0,136,.,O,O
1,0,Fueled,B-EXPERIMENT,B-experiment_evoking_word
1,1,wet,O,O
1,2,CH4,B-MATERIAL,B-fuel_used
1,3,at,O,O
1,4,100,O,O
1,5,mL,O,O
1,6,min−1,O,O
1,7,",",O,O
1,8,the,O,O
1,9,cell,O,O
1,10,with,O,O
1,11,3,O,O
1,12,wt.,O,O
1,13,%,O,O
1,14,of,O,O
1,15,NTO,B-MATERIAL,B-support_material
1,16,demonstrates,B-EXPERIMENT,B-experiment_evoking_word
1,17,a,O,O
1,18,peak,O,O
1,19,power,O,O
1,20,density,O,O
1,21,of,O,O
1,22,1.20,B-VALUE,B-power_density
1,23,W,I-VALUE,I-power_density
1,24,cm−2,I-VALUE,I-power_density
1,25,and,O,O
1,26,a,O,O
1,27,high,O,O
1,28,limiting,O,O
1,29,current,O,O
1,30,density,O,O
1,31,of,O,O
1,32,2.83,B-VALUE,B-current_density
1,33,A,I-VALUE,I-current_density
1,34,cm−2,I-VALUE,I-current_density
1,35,at,O,O
1,36,650,B-VALUE,B-working_temperature
1,37,°,I-VALUE,I-working_temperature
1,38,C,I-VALUE,I-working_temperature
1,39,.,O,O
2,0,It,O,O
2,1,performs,B-EXPERIMENT,B-experiment_evoking_word
2,2,steadily,O,O
2,3,for,O,O
2,4,96,B-VALUE,B-time_of_operation
2,5,h,I-VALUE,I-time_of_operation
2,6,at,O,O
2,7,0.4,B-VALUE,B-current_density
2,8,A,I-VALUE,I-current_density
2,9,cm−2,I-VALUE,I-current_density
2,10,without,O,O
2,11,the,O,O
2,12,presence,O,O
2,13,of,O,O
2,14,deposited,O,O
2,15,carbon,O,O
2,16,in,O,O
2,17,the,O,O
2,18,Ni0.9Fe0.1-support,O,O
2,19,and,O,O
2,20,functional,O,O
2,21,anode,O,O
2,22,.,O,O
3,0,In,O,O
3,1,our,O,O
3,2,previous,O,O
3,3,study,O,O
3,4,",",O,O
3,5,Ni-Fe,O,O
3,6,alloy,O,O
3,7,-,O,O
3,8,supported,O,O
3,9,SOFCs,B-DEVICE,B-device
3,10,were,O,O
3,11,investigated,B-EXPERIMENT,B-experiment_evoking_word
3,12,with,O,O
3,13,the,O,O
3,14,purpose,O,O
3,15,of,O,O
3,16,using,O,O
3,17,wet,O,O
3,18,(,O,O
3,19,3,O,O
3,20,vol.,O,O
3,21,%,O,O
3,22,H2O,O,O
3,23,),O,O
3,24,CH4,B-MATERIAL,B-fuel_used
3,25,as,O,O
3,26,the,O,O
3,27,fuel,O,O
3,28,",",O,O
3,29,and,O,O
3,30,high,O,O
3,31,performance,O,O
3,32,(,O,O
3,33,0.6,B-VALUE,B-voltage
3,34,V,I-VALUE,I-voltage
3,35,at,O,O
3,36,0.4,B-VALUE,B-current_density
3,37,A,I-VALUE,I-current_density
3,38,cm−2,I-VALUE,I-current_density
3,39,and,O,O
3,40,650,B-VALUE,B-working_temperature
3,41,°,I-VALUE,I-working_temperature
3,42,C,I-VALUE,I-working_temperature
3,43,for,O,O
3,44,50,B-VALUE,B-time_of_operation
3,45,h7,I-VALUE,I-time_of_operation
3,46,),O,O
3,47,was,O,O
3,48,achieved,B-EXPERIMENT,B-experiment_evoking_word
3,49,.,O,O
4,0,In,O,O
4,1,order,O,O
4,2,to,O,O
4,3,develop,O,O
4,4,metal,B-MATERIAL,B-support_material
4,5,-,I-MATERIAL,I-support_material
4,6,supported,I-MATERIAL,I-support_material
4,7,direct-hydrocarbon,I-MATERIAL,B-fuel_used
4,8,SOFCs,B-DEVICE,B-device
4,9,",",O,O
4,10,Ni0.9Fe0.1,B-MATERIAL,B-support_material
4,11,-,O,O
4,12,supported,O,O
4,13,SOFCs,B-DEVICE,B-device
4,14,were,O,O
4,15,prepared,B-EXPERIMENT,B-experiment_evoking_word
4,16,with,O,O
4,17,NiTiO3,B-MATERIAL,B-anode_material
4,18,infiltrated,O,O
4,19,into,O,O
4,20,the,O,O
4,21,Ni0.9Fe0.1-support,O,O
4,22,.,O,O
5,0,The,O,O
5,1,Ni,B-MATERIAL,B-anode_material
5,2,-,I-MATERIAL,I-anode_material
5,3,GDC,I-MATERIAL,I-anode_material
5,4,functional,O,O
5,5,anode,O,O
5,6,was,B-EXPERIMENT,B-experiment_evoking_word
5,7,approximately,O,O
5,8,1αm,B-VALUE,B-thickness
5,9,thick,O,O
5,10,and,O,O
5,11,intimately,O,O
5,12,in,O,O
5,13,contact,O,O
5,14,with,O,O
5,15,the,O,O
5,16,fully,O,O
5,17,dense,O,O
5,18,GDC,B-MATERIAL,O
5,19,electrolyte,O,O
5,20,(,O,O
5,21,~,B-VALUE,B-thickness
5,22,10,I-VALUE,I-thickness
5,23,μm,I-VALUE,I-thickness
5,24,),O,O
5,25,and,O,O
5,26,the,O,O
5,27,porous,O,O
5,28,cell,O,O
5,29,support,O,O
5,30,(,O,O
5,31,~,B-VALUE,O
5,32,1,I-VALUE,O
5,33,mm,I-VALUE,O
5,34,),O,O
5,35,.,O,O
6,0,The,O,O
6,1,thickness,O,O
6,2,of,O,O
6,3,the,O,O
6,4,BSCF,B-MATERIAL,B-cathode_material
6,5,-,I-MATERIAL,I-cathode_material
6,6,LSM,I-MATERIAL,I-cathode_material
6,7,cathode,O,O
6,8,was,B-EXPERIMENT,B-experiment_evoking_word
6,9,averagely,O,O
6,10,15,B-VALUE,B-thickness
6,11,μm,I-VALUE,I-thickness
6,12,.,O,O
7,0,Cell,O,O
7,1,performance,O,O
7,2,The,O,O
7,3,cells,B-DEVICE,B-device
7,4,with,O,O
7,5,NTO,B-MATERIAL,B-support_material
7,6,-,I-MATERIAL,I-support_material
7,7,infiltrated,I-MATERIAL,I-support_material
7,8,Ni0.9Fe0.1-supports,O,O
7,9,were,O,O
7,10,evaluated,B-EXPERIMENT,B-experiment_evoking_word
7,11,at,O,O
7,12,650,B-VALUE,B-working_temperature
7,13,°,I-VALUE,I-working_temperature
7,14,C,I-VALUE,I-working_temperature
7,15,with,O,O
7,16,wet,O,O
7,17,CH4,B-MATERIAL,B-fuel_used
7,18,(,O,O
7,19,3,O,O
7,20,vol.,O,O
7,21,%,O,O
7,22,H2O,O,O
7,23,),O,O
7,24,as,O,O
7,25,the,O,O
7,26,fuel,O,O
7,27,;,O,O
7,28,Fig.,O,O
7,29,5,O,O
7,30,shows,O,O
7,31,their,O,O
7,32,initial,O,O
7,33,I-V-P,O,O
7,34,curves,O,O
7,35,.,O,O
8,0,The,O,O
8,1,open,O,O
8,2,circuit,O,O
8,3,voltage,O,O
8,4,(,O,O
8,5,OCV,O,O
8,6,),O,O
8,7,of,O,O
8,8,all,O,O
8,9,the,O,O
8,10,cells,B-DEVICE,B-device
8,11,was,B-EXPERIMENT,B-experiment_evoking_word
8,12,around,O,O
8,13,0.78,B-VALUE,B-voltage
8,14,V,I-VALUE,I-voltage
8,15,",",O,O
8,16,due,O,O
8,17,to,O,O
8,18,the,O,O
8,19,partial,O,O
8,20,electronic,O,O
8,21,conduction,O,O
8,22,of,O,O
8,23,GDC,B-MATERIAL,B-electrolyte_material
8,24,electrolyte23,O,O
8,25,.,O,O
9,0,The,O,O
9,1,maximum,O,O
9,2,power,O,O
9,3,densities,O,O
9,4,increased,B-EXPERIMENT,B-experiment_evoking_word
9,5,from,O,O
9,6,0.99,B-VALUE,B-power_density
9,7,to,O,O
9,8,1.20,B-VALUE,B-power_density
9,9,W,I-VALUE,I-power_density
9,10,cm−2,I-VALUE,I-power_density
9,11,as,O,O
9,12,the,O,O
9,13,NTO,B-MATERIAL,B-support_material
9,14,loading,O,O
9,15,was,O,O
9,16,increased,O,O
9,17,from,O,O
9,18,0,O,O
9,19,to,O,O
9,20,3,O,O
9,21,wt.,O,O
9,22,%,O,O
9,23,.,O,O
10,0,Further,O,O
10,1,increasing,O,O
10,2,NTO,B-MATERIAL,B-support_material
10,3,loading,O,O
10,4,to,O,O
10,5,4,O,O
10,6,wt.,O,O
10,7,%,O,O
10,8,",",O,O
10,9,it,O,O
10,10,decreased,B-EXPERIMENT,B-experiment_evoking_word
10,11,to,O,O
10,12,1.17,B-VALUE,B-power_density
10,13,W,I-VALUE,I-power_density
10,14,cm−2,I-VALUE,I-power_density
10,15,.,O,O
11,0,Figure,O,O
11,1,6,O,O
11,2,shows,B-EXPERIMENT,B-experiment_evoking_word
11,3,the,O,O
11,4,initial,O,O
11,5,impedance,O,O
11,6,spectra,O,O
11,7,of,O,O
11,8,the,O,O
11,9,cells,B-DEVICE,B-device
11,10,under,O,O
11,11,a,O,O
11,12,current,O,O
11,13,density,O,O
11,14,of,O,O
11,15,0.4,B-VALUE,B-current_density
11,16,A,I-VALUE,I-current_density
11,17,cm−2,I-VALUE,I-current_density
11,18,(,O,O
11,19,Fig.,O,O
11,20,6a,O,O
11,21,),O,O
11,22,",",O,O
11,23,from,O,O
11,24,which,O,O
11,25,the,O,O
11,26,ohmic,O,O
11,27,(,O,O
11,28,RO,O,O
11,29,),O,O
11,30,and,O,O
11,31,polarization,O,O
11,32,(,O,O
11,33,RP,O,O
11,34,),O,O
11,35,resistances,O,O
11,36,were,O,O
11,37,determined,O,O
11,38,",",O,O
11,39,and,O,O
11,40,the,O,O
11,41,corresponding,O,O
11,42,distributions,O,O
11,43,of,O,O
11,44,relaxation,O,O
11,45,time,O,O
11,46,(,O,O
11,47,DRT,O,O
11,48,",",O,O
11,49,Fig.,O,O
11,50,6b)2425,O,O
11,51,.,O,O
12,0,The,O,O
12,1,value,O,O
12,2,of,O,O
12,3,RO,O,O
12,4,of,O,O
12,5,each,O,O
12,6,cell,O,O
12,7,was,B-EXPERIMENT,B-experiment_evoking_word
12,8,similar,O,O
12,9,",",O,O
12,10,around,O,O
12,11,0.063,B-VALUE,B-resistance
12,12,Ω,I-VALUE,I-resistance
12,13,cm−2,I-VALUE,I-resistance
12,14,",",I-VALUE,I-resistance
12,15,and,O,O
12,16,that,O,O
12,17,of,O,O
12,18,RP,O,O
12,19,varied,O,O
12,20,in,O,O
12,21,an,O,O
12,22,opposite,O,O
12,23,direction,O,O
12,24,to,O,O
12,25,the,O,O
12,26,cell,O,O
12,27,voltage,O,O
12,28,and,O,O
12,29,power,O,O
12,30,density,O,O
12,31,.,O,O
13,0,After,O,O
13,1,the,O,O
13,2,initial,O,O
13,3,evaluation,O,O
13,4,",",O,O
13,5,all,O,O
13,6,the,O,O
13,7,cells,B-DEVICE,B-device
13,8,were,O,O
13,9,further,O,O
13,10,tested,B-EXPERIMENT,B-experiment_evoking_word
13,11,at,O,O
13,12,650,B-VALUE,B-working_temperature
13,13,°,I-VALUE,I-working_temperature
13,14,C,I-VALUE,I-working_temperature
13,15,and,O,O
13,16,a,O,O
13,17,constant,O,O
13,18,current,O,O
13,19,density,O,O
13,20,of,O,O
13,21,0.4,B-VALUE,B-current_density
13,22,A,I-VALUE,I-current_density
13,23,cm−2,I-VALUE,I-current_density
13,24,for,O,O
13,25,up,B-VALUE,B-time_of_operation
13,26,to,I-VALUE,I-time_of_operation
13,27,96,I-VALUE,I-time_of_operation
13,28,h,I-VALUE,I-time_of_operation
13,29,;,O,O
13,30,the,O,O
13,31,results,O,O
13,32,are,O,O
13,33,shown,O,O
13,34,in,O,O
13,35,Fig.,O,O
13,36,7,O,O
13,37,.,O,O
14,0,The,O,O
14,1,cells,B-DEVICE,B-device
14,2,with,O,O
14,3,0NTO,B-MATERIAL,B-support_material
14,4,",",O,O
14,5,1NTO,B-MATERIAL,B-support_material
14,6,",",O,O
14,7,2NTO,B-MATERIAL,B-support_material
14,8,and,O,O
14,9,4NTO,B-MATERIAL,B-support_material
14,10,Ni0.9Fe0.1-supports,O,O
14,11,performed,B-EXPERIMENT,B-experiment_evoking_word
14,12,67,B-VALUE,B-time_of_operation
14,13,",",O,O
14,14,78,B-VALUE,B-time_of_operation
14,15,",",O,O
14,16,90,B-VALUE,B-time_of_operation
14,17,and,O,O
14,18,96,B-VALUE,B-time_of_operation
14,19,h,I-VALUE,I-time_of_operation
14,20,before,O,O
14,21,the,O,O
14,22,sudden,O,O
14,23,drop,O,O
14,24,of,O,O
14,25,the,O,O
14,26,cell,O,O
14,27,voltage,O,O
14,28,;,O,O
14,29,and,O,O
14,30,the,O,O
14,31,cell,B-DEVICE,B-device
14,32,with,O,O
14,33,3NTO,B-MATERIAL,O
14,34,Ni0.9Fe0.1-support,O,O
14,35,outperformed,B-EXPERIMENT,B-experiment_evoking_word
14,36,the,O,O
14,37,others,O,O
14,38,",",O,O
14,39,degrading,O,O
14,40,linearly,O,O
14,41,at,O,O
14,42,a,O,O
14,43,slow,O,O
14,44,rate,O,O
14,45,of,O,O
14,46,0.5,B-VALUE,B-degradation_rate
14,47,mV,I-VALUE,I-degradation_rate
14,48,h−1,I-VALUE,I-degradation_rate
14,49,during,O,O
14,50,the,O,O
14,51,testing,O,O
14,52,period,O,O
14,53,.,O,O
15,0,These,O,O
15,1,values,O,O
15,2,support,O,O
15,3,the,O,O
15,4,explanation,O,O
15,5,of,O,O
15,6,the,O,O
15,7,durability,O,O
15,8,testing,O,O
15,9,results,O,O
15,10,and,O,O
15,11,indicate,B-EXPERIMENT,B-experiment_evoking_word
15,12,that,O,O
15,13,the,O,O
15,14,cell,B-DEVICE,B-device
15,15,with,O,O
15,16,3NTO,B-MATERIAL,B-support_material
15,17,anode,O,O
15,18,-,O,O
15,19,support,O,O
15,20,is,O,O
15,21,the,O,O
15,22,most,O,O
15,23,resistant,O,O
15,24,to,O,O
15,25,carbon,O,O
15,26,deposition,O,O
15,27,among,O,O
15,28,the,O,O
15,29,cells,O,O
15,30,investigated,O,O
15,31,.,O,O
16,0,The,O,O
16,1,successful,O,O
16,2,miniaturization,O,O
16,3,results,B-EXPERIMENT,B-experiment_evoking_word
16,4,in,O,O
16,5,an,O,O
16,6,exceptional,O,O
16,7,power,O,O
16,8,density,O,O
16,9,of,O,O
16,10,1.27,B-VALUE,B-power_density
16,11,W,I-VALUE,I-power_density
16,12,cm,I-VALUE,I-power_density
16,13,−,I-VALUE,I-power_density
16,14,2,I-VALUE,I-power_density
16,15,at,O,O
16,16,800,B-VALUE,B-working_temperature
16,17,°,I-VALUE,I-working_temperature
16,18,C,I-VALUE,I-working_temperature
16,19,",",O,O
16,20,which,O,O
16,21,is,O,O
16,22,among,O,O
16,23,the,O,O
16,24,highest,O,O
16,25,reported,O,O
16,26,.,O,O
17,0,Here,O,O
17,1,the,O,O
17,2,authors,O,O
17,3,report,B-EXPERIMENT,B-experiment_evoking_word
17,4,a,O,O
17,5,micro-monolithic,O,O
17,6,ceramic,B-DEVICE,B-device
17,7,cell,I-DEVICE,I-device
17,8,design,O,O
17,9,for,O,O
17,10,a,O,O
17,11,tubular,O,O
17,12,solid,B-DEVICE,B-device
17,13,oxide,I-DEVICE,I-device
17,14,fuel,I-DEVICE,I-device
17,15,cell,I-DEVICE,I-device
17,16,containing,O,O
17,17,a,O,O
17,18,multi-channel,O,O
17,19,anode,O,O
17,20,support,O,O
17,21,with,O,O
17,22,enhanced,O,O
17,23,power,O,O
17,24,density,O,O
17,25,and,O,O
17,26,stable,O,O
17,27,operation,O,O
17,28,.,O,O
17,29,issue-copyright-statement,O,O
17,30,©,O,O
17,31,The,O,O
17,32,Author,O,O
17,33,(,O,O
17,34,s,O,O
17,35,),O,O
17,36,2019,O,O
17,37,Introduction,O,O
17,38,Solid,O,O
17,39,oxide,O,O
17,40,fuel,O,O
17,41,cells,O,O
17,42,(,O,O
17,43,SOFCs,O,O
17,44,),O,O
17,45,convert,O,O
17,46,chemical,O,O
17,47,energy,O,O
17,48,to,O,O
17,49,electrical,O,O
17,50,energy,O,O
17,51,with,O,O
17,52,high,O,O
17,53,efficiencies,O,O
17,54,>,O,O
17,55,ca,O,O
17,56,.,O,O
17,57,60%,O,O
17,58,",",O,O
17,59,and,O,O
17,60,allow,O,O
17,61,for,O,O
17,62,wide,O,O
17,63,fuel,O,O
17,64,flexibility,O,O
17,65,due,O,O
17,66,to,O,O
17,67,their,O,O
17,68,operation,O,O
17,69,at,O,O
17,70,high,O,O
17,71,temperatures,O,O
17,72,(,O,O
17,73,600,O,O
17,74,–,O,O
17,75,800,O,O
17,76,°,O,O
17,77,C,O,O
17,78,),O,O
17,79,"1,2",O,O
17,80,.,O,O
18,0,For,O,O
18,1,decades,O,O
18,2,",",O,O
18,3,advances,O,O
18,4,in,O,O
18,5,SOFC,B-DEVICE,B-device
18,6,technology,O,O
18,7,have,O,O
18,8,focused,B-EXPERIMENT,B-experiment_evoking_word
18,9,on,O,O
18,10,developing,O,O
18,11,new,O,O
18,12,materials,O,O
18,13,",",O,O
18,14,such,O,O
18,15,as,O,O
18,16,ceria-based,B-MATERIAL,B-electrolyte_material
18,17,ceramics,I-MATERIAL,I-electrolyte_material
18,18,for,O,O
18,19,electrolyte,O,O
18,20,and,O,O
18,21,mixed,O,O
18,22,ion-electron,O,O
18,23,conducting,O,O
18,24,(,O,O
18,25,MIEC,O,O
18,26,),O,O
18,27,perovskites,O,O
18,28,cathodes3,O,O
18,29,–,O,O
18,30,5,O,O
18,31,.,O,O
19,0,More,O,O
19,1,recently,O,O
19,2,",",O,O
19,3,protonic,B-DEVICE,B-device
19,4,ceramic,I-DEVICE,I-device
19,5,fuel,I-DEVICE,I-device
19,6,cells,I-DEVICE,I-device
19,7,(,O,O
19,8,PCFCs,B-DEVICE,O
19,9,),O,O
19,10,",",O,O
19,11,also,O,O
19,12,known,O,O
19,13,as,O,O
19,14,proton-conducting,B-DEVICE,O
19,15,SOFCs,I-DEVICE,O
19,16,",",O,O
19,17,have,O,O
19,18,drawn,O,O
19,19,increasing,O,O
19,20,attention,O,O
19,21,by,O,O
19,22,demonstrating,B-EXPERIMENT,B-experiment_evoking_word
19,23,the,O,O
19,24,capability,O,O
19,25,of,O,O
19,26,promising,O,O
19,27,power,O,O
19,28,output,O,O
19,29,at,O,O
19,30,an,O,O
19,31,intermediate-temperature,O,O
19,32,(,O,O
19,33,IT,O,O
19,34,),O,O
19,35,regime,O,O
19,36,(,O,O
19,37,400,B-VALUE,B-working_temperature
19,38,–,I-VALUE,I-working_temperature
19,39,600,I-VALUE,I-working_temperature
19,40,°,I-VALUE,I-working_temperature
19,41,C,I-VALUE,I-working_temperature
19,42,),O,O
19,43,",",O,O
19,44,which,O,O
19,45,is,O,O
19,46,beneficial,O,O
19,47,for,O,O
19,48,the,O,O
19,49,reduction,O,O
19,50,of,O,O
19,51,fuel,B-DEVICE,B-device
19,52,cell,I-DEVICE,I-device
19,53,cost6,O,O
19,54,–,O,O
19,55,9,O,O
19,56,.,O,O
20,0,By,O,O
20,1,contrast,O,O
20,2,",",O,O
20,3,high-temperature,O,O
20,4,sealing,O,O
20,5,is,O,O
20,6,not,O,O
20,7,an,O,O
20,8,issue,O,O
20,9,with,O,O
20,10,tubular,O,O
20,11,SOFCs,B-DEVICE,B-device
20,12,;,O,O
20,13,however,O,O
20,14,",",O,O
20,15,the,O,O
20,16,area-specific,O,O
20,17,power,O,O
20,18,density,O,O
20,19,is,B-EXPERIMENT,B-experiment_evoking_word
20,20,typically,O,O
20,21,much,O,O
20,22,lower,O,O
20,23,than,O,O
20,24,the,O,O
20,25,planar,B-DEVICE,B-device
20,26,design,I-DEVICE,I-device
20,27,(,O,O
20,28,cf,O,O
20,29,.,O,O
20,30,0.2,B-VALUE,B-power_density
20,31,W,I-VALUE,I-power_density
20,32,cm,I-VALUE,I-power_density
20,33,−,I-VALUE,I-power_density
20,34,2,I-VALUE,I-power_density
20,35,vs,O,O
20,36,2,B-VALUE,B-power_density
20,37,W,I-VALUE,I-power_density
20,38,cm,I-VALUE,I-power_density
20,39,−,I-VALUE,I-power_density
20,40,2,I-VALUE,I-power_density
20,41,",",O,O
20,42,respectively,O,O
20,43,),O,O
20,44,10,O,O
20,45,.,O,O
21,0,Herein,O,O
21,1,",",O,O
21,2,we,O,O
21,3,report,B-EXPERIMENT,B-experiment_evoking_word
21,4,a,O,O
21,5,holistic,O,O
21,6,approach,O,O
21,7,to,O,O
21,8,developing,O,O
21,9,a,O,O
21,10,new,O,O
21,11,SOFC,B-DEVICE,B-device
21,12,with,O,O
21,13,both,O,O
21,14,outstanding,O,O
21,15,electrochemical,O,O
21,16,performance,O,O
21,17,and,O,O
21,18,superior,O,O
21,19,mechanical,O,O
21,20,robustness,O,O
21,21,",",O,O
21,22,the,O,O
21,23,‘,O,O
21,24,micro-monolithic,O,O
21,25,SOFC,B-DEVICE,B-device
21,26,’,O,O
21,27,",",O,O
21,28,which,O,O
21,29,exhibits,O,O
21,30,the,O,O
21,31,structural,O,O
21,32,features,O,O
21,33,of,O,O
21,34,a,O,O
21,35,monolith,O,O
21,36,",",O,O
21,37,but,O,O
21,38,is,O,O
21,39,successfully,O,O
21,40,miniaturized,O,O
21,41,to,O,O
21,42,the,O,O
21,43,millimetre,O,O
21,44,scale,O,O
21,45,.,O,O
22,0,Results,O,O
22,1,Morphology,O,O
22,2,characterizations,O,O
22,3,Figure,O,O
22,4,1a–c,O,O
22,5,show,B-EXPERIMENT,B-experiment_evoking_word
22,6,SEM,O,O
22,7,images,O,O
22,8,of,O,O
22,9,sintered,O,O
22,10,nickel,B-MATERIAL,B-anode_material
22,11,oxide,I-MATERIAL,I-anode_material
22,12,(,O,O
22,13,NiO,B-MATERIAL,O
22,14,),O,O
22,15,-,O,O
22,16,yttria-stabilized,B-MATERIAL,B-anode_material
22,17,zirconia,I-MATERIAL,I-anode_material
22,18,(,O,O
22,19,YSZ,B-MATERIAL,O
22,20,),O,O
22,21,anode,O,O
22,22,with,O,O
22,23,different,O,O
22,24,micro-monolithic,O,O
22,25,geometries,O,O
22,26,(,O,O
22,27,fabrication,O,O
22,28,details,O,O
22,29,are,O,O
22,30,in,O,O
22,31,the,O,O
22,32,Methods,O,O
22,33,),O,O
22,34,",",O,O
22,35,with,O,O
22,36,arrays,O,O
22,37,of,O,O
22,38,relatively,O,O
22,39,uniform,O,O
22,40,channels,O,O
22,41,organized,O,O
22,42,in,O,O
22,43,the,O,O
22,44,same,O,O
22,45,configuration,O,O
22,46,as,O,O
22,47,the,O,O
22,48,design,O,O
22,49,of,O,O
22,50,spinnerets,O,O
22,51,used,O,O
22,52,for,O,O
22,53,phase,O,O
22,54,inversion-assisted,O,O
22,55,extrusion,O,O
22,56,(,O,O
22,57,as,O,O
22,58,shown,O,O
22,59,in,O,O
22,60,Supplementary,O,O
22,61,Fig,O,O
22,62,.,O,O
22,63,1,O,O
22,64,),O,O
22,65,.,O,O
23,0,The,O,O
23,1,measured,O,O
23,2,open-circuit,O,O
23,3,potential,O,O
23,4,difference,O,O
23,5,(,O,O
23,6,OCPD,O,O
23,7,),O,O
23,8,for,O,O
23,9,all,O,O
23,10,cells,O,O
23,11,was,B-EXPERIMENT,B-experiment_evoking_word
23,12,1.15,B-VALUE,B-open_circuit_voltage
23,13,–,I-VALUE,I-open_circuit_voltage
23,14,1.18,I-VALUE,I-open_circuit_voltage
23,15,V,I-VALUE,I-open_circuit_voltage
23,16,at,O,O
23,17,650,B-VALUE,B-working_temperature
23,18,–,I-VALUE,I-working_temperature
23,19,800,I-VALUE,I-working_temperature
23,20,°,I-VALUE,I-working_temperature
23,21,C,I-VALUE,I-working_temperature
23,22,",",O,O
23,23,respectively,O,O
23,24,",",O,O
23,25,which,O,O
23,26,is,O,O
23,27,close,O,O
23,28,to,O,O
23,29,the,O,O
23,30,theoretically,O,O
23,31,expected,O,O
23,32,values,O,O
23,33,",",O,O
23,34,indicating,B-EXPERIMENT,B-experiment_evoking_word
23,35,the,O,O
23,36,5,B-VALUE,B-thickness
23,37,μm,I-VALUE,I-thickness
23,38,thick,O,O
23,39,YSZ,B-MATERIAL,B-electrolyte_material
23,40,electrolyte,O,O
23,41,was,O,O
23,42,gas-tight,O,O
23,43,.,O,O
24,0,Maximum,O,O
24,1,power,O,O
24,2,densities,O,O
24,3,for,O,O
24,4,the,O,O
24,5,single,O,O
24,6,channel,O,O
24,7,micro-tubular,O,O
24,8,cell,B-DEVICE,B-device
24,9,were,B-EXPERIMENT,B-experiment_evoking_word
24,10,0.07,B-VALUE,B-power_density
24,11,",",O,O
24,12,0.14,B-VALUE,B-power_density
24,13,",",O,O
24,14,0.31,B-VALUE,B-power_density
24,15,and,O,O
24,16,0.58,B-VALUE,B-power_density
